title;content;tags;created;modified
Threesome for organizational balance;"Three balancing organizational roles:

Engineering - Product - Process/Values

This structure can be applied on all levels in an agile organization:

Team: Devs, PO, SM
";scrum master,product owner,organization;2012-06-13 09:19:34;2012-06-13 09:20:57
